"C02584V03137","Vehicle Category","C01841V02268","Type of Fuel","TLIST(M1)","Month","STATISTIC","Statistic Label","UNIT","VALUE"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200903","2009M03","TDM01C2","New Vehicle Registrations","Number","7760"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200903","2009M03","TDM01C3","Second Hand Vehicle Registrations","Number","5779"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200904","2009M04","TDM01C1","All Vehicle Registrations","Number","10499"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200904","2009M04","TDM01C2","New Vehicle Registrations","Number","4391"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200904","2009M04","TDM01C3","Second Hand Vehicle Registrations","Number","6108"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200905","2009M05","TDM01C1","All Vehicle Registrations","Number","9378"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200905","2009M05","TDM01C2","New Vehicle Registrations","Number","5090"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200905","2009M05","TDM01C3","Second Hand Vehicle Registrations","Number","4288"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200906","2009M06","TDM01C1","All Vehicle Registrations","Number","8347"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200906","2009M06","TDM01C2","New Vehicle Registrations","Number","4792"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200906","2009M06","TDM01C3","Second Hand Vehicle Registrations","Number","3555"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200907","2009M07","TDM01C1","All Vehicle Registrations","Number","7204"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200907","2009M07","TDM01C2","New Vehicle Registrations","Number","3691"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200907","2009M07","TDM01C3","Second Hand Vehicle Registrations","Number","3513"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200908","2009M08","TDM01C1","All Vehicle Registrations","Number","5466"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200908","2009M08","TDM01C2","New Vehicle Registrations","Number","2370"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200908","2009M08","TDM01C3","Second Hand Vehicle Registrations","Number","3096"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200909","2009M09","TDM01C1","All Vehicle Registrations","Number","5553"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200909","2009M09","TDM01C2","New Vehicle Registrations","Number","2247"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200909","2009M09","TDM01C3","Second Hand Vehicle Registrations","Number","3306"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200910","2009M10","TDM01C1","All Vehicle Registrations","Number","4765"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200910","2009M10","TDM01C2","New Vehicle Registrations","Number","1511"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200910","2009M10","TDM01C3","Second Hand Vehicle Registrations","Number","3254"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200911","2009M11","TDM01C1","All Vehicle Registrations","Number","3386"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200911","2009M11","TDM01C2","New Vehicle Registrations","Number","518"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200911","2009M11","TDM01C3","Second Hand Vehicle Registrations","Number","2868"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200912","2009M12","TDM01C1","All Vehicle Registrations","Number","2229"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200912","2009M12","TDM01C2","New Vehicle Registrations","Number","298"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","200912","2009M12","TDM01C3","Second Hand Vehicle Registrations","Number","1931"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201001","2010M01","TDM01C1","All Vehicle Registrations","Number","19694"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201001","2010M01","TDM01C2","New Vehicle Registrations","Number","16553"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201001","2010M01","TDM01C3","Second Hand Vehicle Registrations","Number","3141"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201002","2010M02","TDM01C1","All Vehicle Registrations","Number","16338"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201002","2010M02","TDM01C2","New Vehicle Registrations","Number","12232"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201002","2010M02","TDM01C3","Second Hand Vehicle Registrations","Number","4106"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201003","2010M03","TDM01C1","All Vehicle Registrations","Number","18233"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201003","2010M03","TDM01C2","New Vehicle Registrations","Number","13801"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201003","2010M03","TDM01C3","Second Hand Vehicle Registrations","Number","4432"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201004","2010M04","TDM01C1","All Vehicle Registrations","Number","12524"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201004","2010M04","TDM01C2","New Vehicle Registrations","Number","8537"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201004","2010M04","TDM01C3","Second Hand Vehicle Registrations","Number","3987"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201005","2010M05","TDM01C1","All Vehicle Registrations","Number","12305"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201005","2010M05","TDM01C2","New Vehicle Registrations","Number","8651"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201005","2010M05","TDM01C3","Second Hand Vehicle Registrations","Number","3654"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201006","2010M06","TDM01C1","All Vehicle Registrations","Number","11917"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201006","2010M06","TDM01C2","New Vehicle Registrations","Number","8437"
"A","Category A (cars and minibuses (< 12 permanent))","-","All fuel types","201006","2010M06","TDM01C3","Second Hand Vehicle Registrations","Number","3480"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200601","2006M01","TDM01C1","All Vehicle Registrations","Number","35638"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200601","2006M01","TDM01C2","New Vehicle Registrations","Number","32500"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200601","2006M01","TDM01C3","Second Hand Vehicle Registrations","Number","3138"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200602","2006M02","TDM01C1","All Vehicle Registrations","Number","22547"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200602","2006M02","TDM01C2","New Vehicle Registrations","Number","19042"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200602","2006M02","TDM01C3","Second Hand Vehicle Registrations","Number","3505"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200603","2006M03","TDM01C1","All Vehicle Registrations","Number","23339"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200603","2006M03","TDM01C2","New Vehicle Registrations","Number","19775"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200603","2006M03","TDM01C3","Second Hand Vehicle Registrations","Number","3564"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200604","2006M04","TDM01C1","All Vehicle Registrations","Number","15933"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200604","2006M04","TDM01C2","New Vehicle Registrations","Number","12703"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200604","2006M04","TDM01C3","Second Hand Vehicle Registrations","Number","3230"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200605","2006M05","TDM01C1","All Vehicle Registrations","Number","16523"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200605","2006M05","TDM01C2","New Vehicle Registrations","Number","12879"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200605","2006M05","TDM01C3","Second Hand Vehicle Registrations","Number","3644"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200606","2006M06","TDM01C1","All Vehicle Registrations","Number","14950"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200606","2006M06","TDM01C2","New Vehicle Registrations","Number","11449"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200606","2006M06","TDM01C3","Second Hand Vehicle Registrations","Number","3501"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200607","2006M07","TDM01C1","All Vehicle Registrations","Number","12268"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200607","2006M07","TDM01C2","New Vehicle Registrations","Number","8975"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200607","2006M07","TDM01C3","Second Hand Vehicle Registrations","Number","3293"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200608","2006M08","TDM01C1","All Vehicle Registrations","Number","9916"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200608","2006M08","TDM01C2","New Vehicle Registrations","Number","6438"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200608","2006M08","TDM01C3","Second Hand Vehicle Registrations","Number","3478"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200609","2006M09","TDM01C1","All Vehicle Registrations","Number","7465"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200609","2006M09","TDM01C2","New Vehicle Registrations","Number","4244"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200609","2006M09","TDM01C3","Second Hand Vehicle Registrations","Number","3221"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200610","2006M10","TDM01C1","All Vehicle Registrations","Number","6017"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200610","2006M10","TDM01C2","New Vehicle Registrations","Number","2742"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200610","2006M10","TDM01C3","Second Hand Vehicle Registrations","Number","3275"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200611","2006M11","TDM01C1","All Vehicle Registrations","Number","4423"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200611","2006M11","TDM01C2","New Vehicle Registrations","Number","1126"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200611","2006M11","TDM01C3","Second Hand Vehicle Registrations","Number","3297"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200612","2006M12","TDM01C1","All Vehicle Registrations","Number","2627"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200612","2006M12","TDM01C2","New Vehicle Registrations","Number","704"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200612","2006M12","TDM01C3","Second Hand Vehicle Registrations","Number","1923"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200701","2007M01","TDM01C1","All Vehicle Registrations","Number","36473"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200701","2007M01","TDM01C2","New Vehicle Registrations","Number","32958"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200701","2007M01","TDM01C3","Second Hand Vehicle Registrations","Number","3515"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200702","2007M02","TDM01C1","All Vehicle Registrations","Number","22623"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200702","2007M02","TDM01C2","New Vehicle Registrations","Number","19392"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200702","2007M02","TDM01C3","Second Hand Vehicle Registrations","Number","3231"
"A","Category A (cars and minibuses (< 12 permanent))","1","Petrol","200703","2007M03","TDM01C1","All Vehicle Registrations","Number","23920"
